imo_number,mmsi,name,ship_type,length,width,max_draught,type_name,type_remark
8913447,355249000,MSC ATLANTIC III,71,191,46,10.9,Cargo,Hazardous category A
9218533,636092996,RMS CUXHAVEN,70,66,14,2.0,Cargo,All ships of this type
9968580,210594000,IWS SEAWALKER,90,36,54,6.1,Other Type,All ships of this type
9942471,232040181,HST PEMBROKE        ,40,16,9,1.6,High speed craft (HSC),All ships of this type
8912223,211338510,VB BLUMENTHAL,52,7,21,4.4,Tug,NaN
9943396,636022167,CL VIRGINIA WOOLF   ,89,147,36,8.8,Tanker,No additional information
9968607,636023927,BLUE ASPIRE         ,70,28,172,9.1,Cargo,All ships of this type
9398280,636019392,TIGERLILY           ,80,200,37,9.0,Tanker,All ships of this type
8985139,246030000,WR2 DUNJA-LYNN   ,30,16,5,0.0,Fishing,NaN
9243289,205796000,CHARLEMAGNE         ,33,20,81,5.5,Dredging or underwater ops,NaN
9942926,228414900,F/V DANIEL AUGUSTE 2,30,11,5,3.1,Fishing,NaN
9941867,241876000,BREST               ,80,230,40,9.7,Tanker,All ships of this type
9942043,352002256,ALERCE              ,70,153,27,10.0,Cargo,All ships of this type
9942081,352002187,CL HYAKU            ,70,170,29,11.4,Cargo,All ships of this type
9942110,352002238,SPRING LOTUS        ,70,171,29,6.8,Cargo,All ships of this type
8928624,244793000,DAGERAAD            ,60,8,22,2.8,Passenger,All ships of this type
9968267,255864560,BORNHOLM            ,79,80,9,6.2,Cargo,No additional information
8915524,257312000,SILVER BIRD,70,74,19,5.4,Cargo,All ships of this type
8915483,232025841,VB ZEEBRUGGE ,52,10,20,4.0,Tug,NaN
9944089,210515000,SOLVIK              ,70,78,12,4.3,Cargo,All ships of this type
9944297,232044985,SIR JOHN FISHER     ,80,71,22,5.7,Tanker,All ships of this type
9195688,244096000,EEMS DRAIT          ,70,77,12,3.1,Cargo,All ships of this type
9195690,309467000,FRI OCEAN           ,79,70,20,3.5,Cargo,No additional information
9195717,275549000,ARMARA JULES VERNE  ,70,74,15,5.5,Cargo,All ships of this type
9195729,636023759,RIX SAPPHIRE,70,81,7,5.5,Cargo,All ships of this type
9195731,232013925,VENTURA,79,79,9,5.0,Cargo,No additional information
9596791,257725000,HOEYDAL             ,70,10,60,6.2,Cargo,All ships of this type
8985701,518998989,JURA II,37,13,25,3.0,Pleasure Craft,NaN
9195743,211815120,SVEALAND            ,70,78,11,3.2,Cargo,All ships of this type
9943865,211123000,HAMBURG EXPRESS     ,71,115,285,14.0,Cargo,Hazardous category A
9942720,255805651,ALICE OLDENDORFF    ,70,254,38,11.3,Cargo,All ships of this type
9944302,232046269,LADY MARIA FISHER   ,80,71,22,5.2,Tanker,All ships of this type
9458248,246754000,MARIETJE MARSILLA   ,70,108,18,4.7,Cargo,All ships of this type
9941831,246786000,AQUADELTA           ,33,42,6,2.4,Dredging or underwater ops,NaN
8912297,308918000,YEOMAN BONTRUP      ,70,208,42,13.7,Cargo,All ships of this type
9875915,257878000,BOB                 ,52,17,13,6.2,Tug,NaN
9968592,210600000,IWS STARWALKER,90,36,54,6.1,Other Type,All ships of this type
9218820,211349270,VOGELSAND           ,55,15,19,2.6,Law Enforcement,NaN
8915457,205199000,VB BRAAKMAN         ,52,7,24,5.0,Tug,NaN
8913411,355363000,MSC SANTHYA         ,79,191,47,6.5,Cargo,No additional information
8915469,205063000,VB TERNEUZEN        ,52,12,20,4.6,Tug,NaN
9769764,253586000,APOLLO,90,8,81,8.0,Other Type,All ships of this type
9338113,255724000,LUCITA,70,91,17,6.9,Cargo,All ships of this type
9834105,244252000,LESSE               ,33,65,15,3.5,Dredging or underwater ops,NaN
8915902,259001560,NYVING              ,75,48,8,3.8,Cargo,Reserved for future use
9148142,245257000,EEMS CARRIER,79,73,13,4.2,Cargo,No additional information
9001813,311014800,HAV SNAPPER,70,77,11,4.8,Cargo,All ships of this type
9947419,210498000,IWS SKYWALKER,90,36,55,6.1,Other Type,All ships of this type
9019470,677058200,SUSSEX TUG        ,52,12,17,4.6,Tug,NaN
9143570,259242000,STOREKNUT           ,30,40,30,0.0,Fishing,NaN
9006411,232003166,LOCH FYNE,60,25,29,3.0,Passenger,All ships of this type
9923217,250013718,ARKLOW RACER,79,96,9,6.6,Cargo,No additional information
9014705,314543000,WILSON BILBAO       ,79,71,17,5.5,Cargo,No additional information
9014755,309075000,BALTIC WINTER,79,126,31,8.6,Cargo,No additional information
9015448,314719000,VULIN,70,72,10,2.9,Cargo,All ships of this type
9946922,257088000,HAVILA POLLUX,60,32,92,5.3,Passenger,All ships of this type
9056064,314192000,WILSON GDYNIA       ,79,78,10,4.1,Cargo,No additional information
9948152,636023331,ODIN HIGHWAY        ,70,39,160,9.5,Cargo,All ships of this type
9948748,219561000,ANE MAERSK          ,70,18,333,15.8,Cargo,All ships of this type
8917431,219002774,MAGRETHE GAARDBO    ,51,12,12,2.0,Search and Rescue vessel,NaN
9783631,311000765,SWORD               ,80,197,31,12.7,Tanker,All ships of this type
9059066,211232950,SEEKRABBE           ,33,42,10,1.6,Dredging or underwater ops,NaN
8917182,244701000,NOORDZEEREUS III,33,20,25,0.0,Dredging or underwater ops,NaN
9008495,232004102,CAMERON             ,99,22,11,2.1,Other Type,No additional information
8917613,219592000,CROWN SEAWAYS,69,33,138,6.2,Passenger,No additional information
9056595,310362000,NORBAY              ,63,25,142,5.6,Passenger,Hazardous category C
9947732,636022640,SONGA PANTHER       ,71,137,35,9.1,Cargo,Hazardous category A
9046423,304427000,TONY STARK,79,15,131,6.6,Cargo,No additional information
9056193,205191000,Z201 PIETER SENIOR,30,15,9,4.0,Fishing,NaN
9057226,275551000,RIX EIRA,79,69,12,5.3,Cargo,No additional information
8949707,232002833,HMS SUTHERLAND      ,35,37,96,6.5,Military ops,NaN
9019200,304099000,CELINA              ,70,88,17,6.4,Cargo,All ships of this type
9056155,246054000,JAN CORNELIS 3 SL-42,30,25,12,4.7,Fishing,NaN
9145542,314218000,WILSON  RUHR        ,70,65,13,2.7,Cargo,All ships of this type
9740938,244850156,BARNEY              ,52,8,22,2.5,Tug,NaN
9853254,538008165,SEA ELEPHANT        ,80,147,36,7.9,Tanker,All ships of this type
9314260,205414000,VB CORAL            ,79,8,25,6.0,Cargo,No additional information
9055034,246068000,UK246 CONCORDIA     ,30,30,10,5.0,Fishing,NaN
9145554,314217000,WILSON MAAS         ,79,70,8,4.0,Cargo,No additional information
9019420,246161000,UK158  WILLEM JACOB ,30,18,6,4.4,Fishing,NaN
9816397,259345000,FIRDA FIGHTER       ,90,9,25,0.0,Other Type,All ships of this type
9057252,372837000,BALTIYSKIY-202,0,75,15,3.1,Not available (default),NaN
9143984,211267710,NEUWERK,54,28,51,5.3,Anti-pollution equipment,NaN
9802970,440072000,CY INTEROCEAN I     ,90,16,137,5.2,Other Type,All ships of this type
9882231,211265620,PILOT BUTT          ,50,11,6,1.3,Pilot Vessel,NaN
9084487,304717000,HAV TUNA,70,75,13,4.4,Cargo,All ships of this type
9006253,227273000,NORMANDIE           ,60,24,137,5.5,Passenger,All ships of this type
9372901,258865000,VIKING QUEEN        ,90,84,8,6.4,Cargo,All ships of this type
9179311,275518000,LORALAND,70,77,13,5.8,Cargo,All ships of this type
9643465,258895000,NORTH POMOR,70,12,80,5.7,Cargo,All ships of this type
9665126,257738000,AURORA PROTECTOR,79,12,72,5.2,Cargo,No additional information
9060704,232059444,VB THAMESBANK       ,52,11,17,5.2,Tug,NaN
8918318,261001225,ALINA               ,30,81,29,7.8,Fishing,NaN
9948762,219614000,ANTONIA MAERSK      ,71,18,333,14.4,Cargo,Hazardous category A
9949340,246234000,FAIRPLAY-93         ,52,10,13,5.8,Tug,NaN
9758686,244830667,SEAZIP 3            ,49,17,9,2.4,High speed craft (HSC),No additional information
8949721,232002833,HMS ST ALBANS       ,35,37,96,5.0,Military ops,NaN
9674385,477885500,WL MUROM            ,70,165,15,9.7,Cargo,All ships of this type
9748136,257891600,NOTMANN             ,70,22,8,3.6,Cargo,All ships of this type
9230995,636011561,CARLOS FISCHER      ,70,164,40,10.6,Cargo,All ships of this type
9334777,258267000,BANAK               ,52,13,24,0.0,Tug,NaN
9797711,244650648,SEAZIP 5            ,40,16,10,2.3,High speed craft (HSC),All ships of this type
9356995,257270000,EDDA FRAM           ,90,15,70,4.8,Other Type,All ships of this type
9903750,258019000,VEA                 ,30,26,41,8.0,Fishing,NaN
1027902,205247000,Z575 JANNEKE,30,10,18,0.0,Fishing,NaN
9362152,231875000,FURE SKAGEN,89,117,27,8.0,Tanker,No additional information
9484209,305367000,UNISOUL             ,70,119,13,4.7,Cargo,All ships of this type
9129988,244368000,YE-19 JOHANNA-K     ,99,31,5,1.0,Other Type,No additional information
9890903,354777000,AFRICAN PIPIT       ,70,152,27,10.5,Cargo,All ships of this type
9936355,431547000,ASUKA III           ,60,53,177,7.1,Passenger,All ships of this type
9325738,258514000,ISLAND PATRIOT      ,90,20,67,5.5,Other Type,All ships of this type
9145580,228232000,F/V CHRISDERIC2     ,30,10,20,3.8,Fishing,NaN
9480992,246823000,URSULA ESSBERGER    ,81,80,19,7.2,Tanker,Hazardous category A
9148453,246359000,STAR BONAIRE        ,80,75,15,3.8,Tanker,All ships of this type
9517458,209391000,BARTOK              ,82,78,21,5.0,Tanker,Hazardous category B
9758040,235107284,SEACAT INTREPID     ,40,15,12,1.5,High speed craft (HSC),All ships of this type
9758301,538008924,DEVBULK DENIZ       ,70,152,28,6.5,Cargo,All ships of this type
9163647,230039000,AURELIE             ,70,80,10,3.8,Cargo,All ships of this type
9148178,246168000,MARRY-S,70,75,14,4.9,Cargo,All ships of this type
9002570,351635000,WELL-SAFE PROTECTOR ,95,23,55,10.0,Other Type,Reserved for future use
9327748,309847000,TARIFA              ,70,48,151,8.5,Cargo,All ships of this type
9148192,209297000,FRI SKIEN,70,76,13,4.0,Cargo,All ships of this type
9148207,257076220,HAAFJELL,70,82,7,6.0,Cargo,All ships of this type
9148180,245157000,NORDBORG,70,76,12,5.8,Cargo,All ships of this type
9151565,259439000,LAERDAL,60,40,40,3.2,Passenger,All ships of this type
9783849,244860538,WR289 BONA FIDE     ,30,33,7,5.0,Fishing,NaN
9727247,257625000,AURORA COEY,9,9,76,6.4,Reserved for future use,NaN
9949596,232058287,HALCYON BA72,30,20,14,6.0,Fishing,NaN
9151553,232215000,SAND FALCON         ,33,96,24,4.5,Dredging or underwater ops,NaN
9471082,247320400,EUROCARGO BARI      ,70,100,100,6.8,Cargo,All ships of this type
9948774,220000001,ALETTE MAERSK       ,71,18,333,14.7,Cargo,Hazardous category A
9123518,304814000,ARIES,0,95,15,5.4,Not available (default),NaN
9353735,229191000,X-PRESS GODAVARI    ,72,142,13,7.4,Cargo,Hazardous category B
9151113,355076000,PROCYON             ,70,118,26,8.1,Cargo,All ships of this type
9151539,211190000,SCHLESWIG-HOLSTEIN,60,17,124,5.8,Passenger,All ships of this type
9155925,246388000,KONINGSBORG         ,70,110,20,7.5,Cargo,All ships of this type
9157284,219458000,SELANDIA SEAWAYS,70,118,79,6.7,Cargo,All ships of this type
9152624,244087000,GOUWE               ,35,8,20,0.0,Military ops,NaN
9163025,232018154,SCOTIAN SENTINEL    ,70,16,53,5.3,Cargo,All ships of this type
9158472,255955000,FAIRPLAY-67         ,52,13,18,5.0,Tug,NaN
9158484,255915696,FAIRPLAY-68         ,52,15,16,5.0,Tug,NaN
9167978,209332000,RIX PACIFIC,33,81,9,4.0,Dredging or underwater ops,NaN
9167966,244454000,ARCA                ,55,56,27,5.0,Law Enforcement,NaN
9165334,257390900,PETTER DASS         ,1,35,34,4.5,Reserved for future use,NaN
9155676,246362000,SEA CHARENTE,70,68,14,3.8,Cargo,All ships of this type
9152971,220284000,SUECIA SEAWAYS,79,111,87,6.7,Cargo,No additional information
9158109,304778000,AMBER LIGHT         ,70,86,14,5.6,Cargo,All ships of this type
9153032,219825000,BRITANNIA SEAWAYS,79,118,79,6.1,Cargo,No additional information
9155872,275546000,DREAMLAND,79,83,7,5.7,Cargo,No additional information
9155987,305511000,KATRIN,70,88,11,5.8,Cargo,All ships of this type
9156113,212797000,RIX TANGO           ,70,85,15,5.5,Cargo,All ships of this type
9156175,314473000,WILSON WISLA        ,79,76,7,4.4,Cargo,No additional information
9156199,314472000,WILSON ONEGA        ,79,71,11,4.8,Cargo,No additional information
9157832,259506000,SVEASUND,79,12,48,5.0,Cargo,No additional information
9158642,259420000,AQUA GRIPFISK       ,70,30,10,3.8,Cargo,All ships of this type
9158953,232003288,CLANSMAN,69,14,85,3.2,Passenger,No additional information
9159115,311000855,CROWN SAPPHIRE,70,118,34,6.6,Cargo,All ships of this type
9156101,314255000,WILSON CALAIS       ,79,92,8,5.5,Cargo,No additional information
9160334,244615184,VECHTBORG           ,70,120,13,7.5,Cargo,All ships of this type
9160346,244850612,VLISTBORG           ,78,117,15,7.2,Cargo,Reserved for future use
9160774,231852000,AKRANES             ,70,23,116,6.3,Cargo,All ships of this type
9162655,246274000,SCH 81 CAROLIEN     ,30,85,41,7.2,Fishing,NaN
9163582,314475000,WILSON MONSOON,70,80,10,3.7,Cargo,All ships of this type
9163623,314654000,FLUVIUS AXE         ,70,76,13,4.7,Cargo,All ships of this type
9163635,257066860,FEED HELGELAND,70,80,10,6.6,Cargo,All ships of this type
9164562,244820418,SAMSKIP SKAFTAFELL  ,71,93,8,6.9,Cargo,Hazardous category A
9164732,257643000,KILSTRAUM           ,89,82,22,6.5,Tanker,No additional information
9165487,259488000,ROBAS               ,95,12,35,3.3,Other Type,Reserved for future use
9158692,572591220,Q-ADVENTURER        ,52,25,15,1.8,Tug,NaN
9163702,219016713,AMALIE              ,70,75,14,3.7,Cargo,All ships of this type
9155951,305224000,FEED STAVANGER,79,78,11,4.2,Cargo,No additional information
9160736,311001035,BALTIC LADY,70,124,31,8.6,Cargo,All ships of this type
9152674,205336000,Z56 PIETER ,30,14,10,3.8,Fishing,NaN
9195377,231864000,HAV ALDA            ,70,71,11,5.6,Cargo,All ships of this type
9060778,257740000,AASLI,79,85,15,7.1,Cargo,No additional information
9155432,255805938,LYRA,70,86,14,6.5,Cargo,All ships of this type
9155107,354711000,MSC MARIA PIA,70,148,48,9.4,Cargo,All ships of this type
9163910,244850515,EN AVANT 9          ,52,8,15,3.3,Tug,NaN
9152650,244815000,TX1 KLASINA J   ,30,26,16,5.8,Fishing,NaN
9155418,209452000,VALENTINA,70,84,16,6.4,Cargo,All ships of this type
9760421,538007446,GPO GRACE,70,19,206,8.0,Cargo,All ships of this type
9163611,314656000,FLUVIUS PLYM,79,75,15,4.7,Cargo,No additional information
9381380,305201000,KAROLIINA           ,70,113,7,7.3,Cargo,All ships of this type
9283954,255806288,BBC WASHINGTON,79,125,13,6.1,Cargo,No additional information
9157129,211265910,NORDEN              ,55,15,24,0.0,Law Enforcement,NaN
9159933,257130000,HANNAH KRISTINA,70,8,93,6.5,Cargo,All ships of this type
9165554,219031822,C-INSTALLER,99,22,71,6.0,Other Type,No additional information
9154323,235087256,STOLT KINGFISHER    ,89,75,25,7.0,Tanker,No additional information
9201970,245029000,WESTEWIND,70,74,15,4.1,Cargo,All ships of this type
9173197,375056000,TRUFFALDINO,70,74,15,3.2,Cargo,All ships of this type
9171058,249934000,HAGLAND BOSS        ,72,76,12,5.5,Cargo,Hazardous category B
9447304,215769000,FT QUINTO           ,89,98,22,6.9,Tanker,No additional information
9963487,231873000,BALTIC CRYSTAL      ,70,89,11,6.3,Cargo,All ships of this type
9117519,246975000,WIRON 1             ,30,26,26,5.2,Fishing,NaN
9174127,232003580,SAND FULMAR         ,33,85,15,4.8,Dredging or underwater ops,NaN
9173290,314179000,WILSON CAEN         ,79,90,10,4.6,Cargo,No additional information
9172155,255806196,HELGA ESSBERGER     ,80,101,26,7.9,Tanker,All ships of this type
9173317,211284350,CELLUS,70,90,10,5.0,Cargo,All ships of this type
9172777,311001141,AMBITION,69,36,180,7.0,Passenger,No additional information
9849136,314477000,TASMAN,79,82,8,4.0,Cargo,No additional information
9171773,251468000,FRODI II            ,30,12,15,0.0,Fishing,NaN
9171216,205236000,Z431 ALLES WISSELT,30,17,7,0.0,Fishing,NaN
9792539,232047056,RFA PROTEUS,35,40,58,0.0,Military ops,NaN
9173329,211265530,RAGNA,90,90,10,6.2,Other Type,All ships of this type
9172222,257409000,FINNSTRAUM,84,120,20,8.6,Tanker,Hazardous category D
9635030,255915773,EMS SKY,31,9,21,4.0,Towing,NaN
9366861,235032474,SVITZER HARTY       ,52,10,15,5.2,Tug,NaN
9419307,245466000,FIVELBORG,70,144,10,4.9,Cargo,All ships of this type
9687124,636093013,BELMONTE            ,79,196,29,12.4,Cargo,No additional information
9656644,257062690,SERVICE TIDE        ,99,19,70,5.5,Other Type,No additional information
9942483,232040184,HST BRIXHAM         ,40,12,14,1.8,High speed craft (HSC),All ships of this type
9021758,245989000,NAUTILUS            ,35,9,23,1.5,Military ops,NaN
9736559,268239102,TESS                ,59,14,24,3.1,Noncombatant ship according to RR Resolution No. 18,NaN
9417139,245134000,NOORDZEEREUS-V ,90,40,14,1.6,Other Type,All ships of this type
8408480,211290770,FAIRPLAY-52         ,52,12,18,4.5,Tug,NaN
9019107,209255000,EDT PROTEA,99,10,80,6.5,Other Type,No additional information
9788239,232015239,VB PULLMAN          ,52,14,10,4.8,Tug,NaN
9000211,212220000,CEMSKY              ,79,70,18,6.1,Cargo,No additional information
9141754,232002807,CITY OF CARDIFF     ,33,59,13,4.5,Dredging or underwater ops,NaN
9170999,228315700,MN PELICAN,74,18,138,5.8,Cargo,Hazardous category D
5244156,211226840,JENS ALBRECHT       ,60,13,20,1.4,Passenger,All ships of this type
9170456,245047000,LCU L9526,35,22,14,0.0,Military ops,NaN
9170705,234983000,BEN MY CHREE,60,37,88,4.9,Passenger,All ships of this type
9171101,212900000,RIX AMBER,79,77,11,3.9,Cargo,No additional information
9171802,232328000,OCEAN BOUNTY PD182,30,17,6,4.0,Fishing,NaN
9172478,636014241,COTE D IVOIRIAN STAR,70,158,27,9.0,Cargo,All ships of this type
9172480,636014240,COLOMBIAN STAR      ,70,155,30,8.8,Cargo,All ships of this type
9173185,209114000,RIX AMETHYST,79,79,10,4.1,Cargo,No additional information
9175767,271049599,ERDEK               ,80,100,25,6.6,Tanker,All ships of this type
9488322,215760000,PECHORA STAR        ,89,110,19,6.1,Tanker,No additional information
9708813,218000250,AL NEFUD,71,158,242,12.6,Cargo,Hazardous category A
9708148,538006343,STI SPIGA           ,80,210,46,12.1,Tanker,All ships of this type
9173563,258709000,HAGLAND BORG        ,70,73,15,3.5,Cargo,All ships of this type
9913262,258018930,LAFJORD,69,18,12,0.0,Passenger,No additional information
7625483,246131000,EN AVANT 7,52,8,14,0.0,Tug,NaN
9996381,219031855,MHO FURIOUS         ,40,16,12,1.0,High speed craft (HSC),All ships of this type
9171010,259602000,HARGUN              ,30,40,28,7.5,Fishing,NaN
9173214,305167000,KATI,70,92,15,5.0,Cargo,All ships of this type
9153020,220284000,SUECIA SEAWAYS,79,111,87,6.4,Cargo,No additional information
9136096,205482000,FAST SUS            ,79,75,15,3.8,Cargo,No additional information
9887384,636020365,SOLAR ALICE         ,80,133,36,9.9,Tanker,All ships of this type
9365984,210072000,WEC VAN EYCK        ,70,129,13,6.3,Cargo,All ships of this type
9443061,215979000,SEN ARCHE           ,82,91,19,7.7,Tanker,All ships of this type
9763241,211783710,VB RASANT           ,52,12,12,5.6,Tug,NaN
9165023,311783000,RAMFORM VALIANT,0,35,51,0.0,Not available (default),NaN
9823364,248744000,YSALINE             ,79,23,194,6.7,Cargo,No additional information
9141364,257056010,FALKFJORD           ,70,76,14,6.0,Cargo,All ships of this type
9181144,311000973,BALTIC HEATHER      ,79,118,32,6.8,Cargo,No additional information
9181168,311000834,WILD LOTUS          ,70,118,32,8.0,Cargo,All ships of this type
